Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode
1001000307,Dr. Patricia Nelson,Family Practice,Denver,CO,Fentora,REP-103,TERR-02,2,4,8,4,5,9,11.6441,11741.91,5.6286,0.050536,12.2995,hybrid
1001000308,Dr. Susan Hernandez,Anesthesiology,Jacksonville,FL,Actiq,REP-106,TERR-03,2,5,8,6,3,22,12.5013,30738.1,7.4032,0.066302,13.4268,hybrid
1001000309,Dr. Charles Davis,Family Practice,New York,NY,Abstral,REP-110,TERR-05,2,4,4,2,2,20,11.6864,29526.08,4.0404,0.036544,12.1586,hybrid
1001000310,Dr. Michelle Rivera,Family Practice,Jacksonville,FL,Fentora,REP-107,TERR-04,2,5,5,4,1,22,13.4868,26193.93,4.3613,0.0398,14.075,hybrid
1001000311,Dr. Sharon Taylor,Palliative Care,Atlanta,GA,Abstral,REP-110,TERR-05,2,7,9,3,2,20,18.0789,36584.75,5.7322,0.052894,19.1152,hybrid
1001000312,Dr. Margaret Miller,Oncology,Detroit,MI,Subsys,REP-103,TERR-02,2,5,7,6,2,15,14.3096,13800.9,6.9115,0.0626,15.2986,hybrid
1001000313,Dr. Joseph Mitchell,Pain Management,Phoenix,AZ,Actiq,REP-105,TERR-03,1,8,11,8,6,21,22.8958,36261.8,8.3851,0.077278,24.8156,hybrid
1001000314,Dr. Richard Campbell,Pain Management,Denver,CO,Fentora,REP-107,TERR-04,2,7,13,10,8,27,18.9927,36972.51,9.3448,0.085052,20.7675,hybrid
1001000315,Dr. Margaret Martinez,Anesthesiology,Portland,OR,Actiq,REP-107,TERR-04,2,5,9,6,3,21,14.6335,37800.45,6.6577,0.060454,15.6078,hybrid
1001000316,Dr. Rebecca Wilson,Pain Management,Boston,MA,Actiq,REP-104,TERR-02,2,6,5,4,4,24,15.9448,35339.39,6.7832,0.061875,17.0264,hybrid
1001000317,Dr. Robert Moore,Anesthesiology,Atlanta,GA,Lazanda,REP-104,TERR-02,3,3,4,2,1,10,7.4304,17398.46,3.7702,0.032689,7.7106,hybrid
1001000318,Dr. Sandra Young,Palliative Care,Austin,TX,Lazanda,REP-104,TERR-02,2,7,8,6,4,26,20.1546,44237.5,5.4258,0.050401,21.2481,hybrid
1001000319,Dr. Amanda Walker,Palliative Care,Los Angeles,CA,Subsys,REP-112,TERR-06,2,6,10,6,6,22,17.8063,30079.88,6.5883,0.060512,18.9795,hybrid
1001000320,Dr. Rebecca Perez,Internal Medicine,Los Angeles,CA,Fentora,REP-105,TERR-03,2,4,2,1,1,12,9.286,16972.72,2.9306,0.026113,9.5581,hybrid
1001000321,Dr. Stephanie Williams,Anesthesiology,Atlanta,GA,Subsys,REP-104,TERR-02,2,6,9,6,7,16,15.3958,23267.18,7.1361,0.064859,16.4944,hybrid
1001000322,Dr. Kimberly Adams,Family Practice,Boston,MA,Subsys,REP-108,TERR-04,2,7,12,5,1,24,18.0067,21997.41,4.086,0.03798,18.7425,hybrid
1001000323,Dr. Margaret Williams,Pain Management,Seattle,WA,Fentora,REP-102,TERR-01,2,4,9,7,6,27,11.8194,14136.9,6.9791,0.062361,12.6443,hybrid
1001000324,Dr. Michael Gonzalez,Internal Medicine,Chicago,IL,Actiq,REP-102,TERR-01,2,4,3,2,1,25,9.7699,16888.91,3.4738,0.031026,10.1093,hybrid
1001000325,Dr. Kimberly Green,Oncology,Houston,TX,Abstral,REP-109,TERR-05,3,3,4,3,4,27,8.935,19357.22,6.2312,0.054526,9.4918,hybrid
1001000326,Dr. Thomas Anderson,Oncology,Miami,FL,Abstral,REP-109,TERR-05,2,5,9,7,6,16,12.396,28820.0,7.2263,0.064728,13.2917,hybrid
1001000327,Dr. William Hernandez,Pain Management,Chicago,IL,Lazanda,REP-112,TERR-06,2,6,8,6,1,31,15.0002,22435.7,4.9471,0.045335,15.7423,hybrid
1001000328,Dr. Kathleen Gonzalez,Oncology,Columbus,OH,Actiq,REP-105,TERR-03,2,7,14,7,6,17,19.4862,44214.56,8.9976,0.082118,21.2395,hybrid
1001000329,Dr. Sharon Flores,Palliative Care,Philadelphia,PA,Abstral,REP-105,TERR-03,2,6,16,9,5,13,15.6879,35553.59,8.1949,0.074215,16.9736,hybrid
1001000330,Dr. Thomas Rivera,Oncology,Detroit,MI,Abstral,REP-102,TERR-01,2,4,4,2,1,16,9.8911,14251.31,2.5325,0.022739,10.1416,hybrid
1001000331,Dr. Elizabeth Torres,Family Practice,Boston,MA,Abstral,REP-103,TERR-02,2,5,5,3,1,18,14.4987,30140.28,4.3305,0.039712,15.1265,hybrid
1001000332,Dr. Linda Carter,Neurology,Atlanta,GA,Abstral,REP-105,TERR-03,2,5,11,9,3,25,13.5334,33630.89,6.8454,0.061795,14.4598,hybrid
1001000333,Dr. Kimberly Hall,Anesthesiology,Boston,MA,Subsys,REP-103,TERR-02,2,7,12,7,1,21,20.1185,20149.43,5.7643,0.053459,21.2782,hybrid
1001000334,Dr. Robert Baker,Orthopedics,Phoenix,AZ,Abstral,REP-110,TERR-05,2,5,7,6,7,12,12.6447,16209.56,7.0797,0.063546,13.5399,hybrid
1001000335,Dr. James Wright,Neurology,Las Vegas,NV,Fentora,REP-103,TERR-02,2,7,12,9,2,23,19.7464,33834.42,6.9965,0.064469,21.128,hybrid
1001000336,Dr. Sarah Jackson,Pain Management,Houston,TX,Fentora,REP-108,TERR-04,1,9,16,9,5,16,24.6189,44656.53,8.1483,0.075388,26.6249,hybrid
1001000337,Dr. Deborah Adams,Palliative Care,Austin,TX,Fentora,REP-112,TERR-06,2,4,7,6,1,25,10.0095,17588.32,5.6422,0.050024,10.5743,hybrid
1001000338,Dr. Jennifer Brown,Internal Medicine,Chicago,IL,Subsys,REP-104,TERR-02,1,8,4,2,1,24,21.7016,26442.11,3.2057,0.030184,22.3973,hybrid
1001000339,Dr. Linda Allen,Family Practice,Los Angeles,CA,Abstral,REP-104,TERR-02,3,3,3,2,1,11,7.7277,6820.72,3.1023,0.027098,7.9674,hybrid
1001000340,Dr. Robert Miller,Pain Management,Houston,TX,Subsys,REP-109,TERR-05,3,3,3,3,3,26,6.609,6544.21,6.0726,0.051401,7.0103,hybrid
1001000341,Dr. Jennifer Martin,Orthopedics,Seattle,WA,Abstral,REP-108,TERR-04,2,5,7,5,2,15,12.9551,23152.93,5.3066,0.048088,13.6425,hybrid
1001000342,Dr. David Walker,Palliative Care,Los Angeles,CA,Lazanda,REP-103,TERR-02,2,5,3,2,0,35,12.0719,22115.89,2.0095,0.018388,12.3144,hybrid
1001000343,Dr. Sandra Martin,Internal Medicine,Portland,OR,Abstral,REP-111,TERR-06,1,9,10,7,2,14,26.1101,51443.52,5.6971,0.053417,27.5976,hybrid
1001000344,Dr. Melissa Brown,Internal Medicine,Philadelphia,PA,Abstral,REP-106,TERR-03,2,6,6,3,4,22,17.7314,39630.35,5.3577,0.049472,18.6814,hybrid
1001000345,Dr. Michelle Mitchell,Neurology,New York,NY,Fentora,REP-102,TERR-01,3,3,2,1,2,18,6.8691,11538.35,3.8959,0.033442,7.1368,hybrid
1001000346,Dr. Thomas Williams,Orthopedics,Baltimore,MD,Actiq,REP-108,TERR-04,1,8,4,4,2,9,21.5293,24045.85,5.6676,0.052744,22.7495,hybrid
1001000347,Dr. William Moore,Anesthesiology,Las Vegas,NV,Actiq,REP-112,TERR-06,2,5,8,6,0,13,13.9484,25623.61,3.6642,0.033619,14.4595,hybrid
1001000348,Dr. Betty White,Neurology,Atlanta,GA,Subsys,REP-106,TERR-03,2,5,6,4,0,14,12.4764,26464.81,3.1017,0.028311,12.8634,hybrid
1001000349,Dr. Kimberly Mitchell,Orthopedics,Jacksonville,FL,Actiq,REP-106,TERR-03,1,10,6,4,0,13,30.571,78901.39,3.8138,0.036265,31.7369,hybrid
1001000350,Dr. Emily Wilson,Oncology,Atlanta,GA,Subsys,REP-111,TERR-06,2,6,12,6,0,27,16.7895,21456.21,4.6302,0.042771,17.5668,hybrid
1001000351,Dr. Emily Rivera,Neurology,Las Vegas,NV,Subsys,REP-112,TERR-06,3,2,2,1,1,15,5.0775,12723.59,3.4594,0.028492,5.2531,hybrid
1001000352,Dr. Richard Hernandez,Anesthesiology,New York,NY,Lazanda,REP-110,TERR-05,2,4,5,3,4,17,11.1618,9539.2,6.5913,0.058734,11.8975,hybrid
1001000353,Dr. Linda Hill,Emergency Medicine,Houston,TX,Subsys,REP-104,TERR-02,2,5,4,3,2,23,12.7006,31248.63,3.9154,0.035653,13.1979,hybrid
1001000354,Dr. Rebecca Rodriguez,Palliative Care,Las Vegas,NV,Actiq,REP-109,TERR-05,2,6,12,7,4,24,17.9401,33576.14,7.5194,0.068802,19.2891,hybrid
1001000355,Dr. Michelle Nelson,Orthopedics,Detroit,MI,Actiq,REP-112,TERR-06,2,4,7,6,7,15,9.1646,14045.56,6.6093,0.057882,9.7704,hybrid
1001000356,Dr. Sharon Carter,Neurology,Los Angeles,CA,Subsys,REP-102,TERR-01,3,3,6,4,2,27,8.1401,9430.95,4.2176,0.036873,8.4834,hybrid
1001000357,Dr. Melissa Miller,Pain Management,New York,NY,Subsys,REP-104,TERR-02,2,6,5,3,4,18,17.2417,34790.58,6.1139,0.056179,18.2958,hybrid
1001000358,Dr. Margaret Young,Pain Management,Seattle,WA,Actiq,REP-108,TERR-04,2,4,4,3,0,26,11.0722,25106.26,2.9426,0.026631,11.3981,hybrid
1001000359,Dr. James Flores,Pain Management,Jacksonville,FL,Subsys,REP-111,TERR-06,2,6,10,7,5,15,17.1164,43146.55,9.0142,0.081733,18.6594,hybrid
1001000360,Dr. Ashley Martinez,Pain Management,New York,NY,Actiq,REP-112,TERR-06,3,3,3,2,0,19,6.0521,5200.33,2.9321,0.024852,6.2296,hybrid
1001000361,Dr. Ashley Johnson,Neurology,Jacksonville,FL,Subsys,REP-104,TERR-02,2,6,8,7,4,25,17.2607,15265.49,6.4665,0.059328,18.3769,hybrid
1001000362,Dr. Emily Brown,Oncology,Baltimore,MD,Subsys,REP-112,TERR-06,2,5,8,7,7,17,12.745,30675.93,8.2035,0.073312,13.7905,hybrid
1001000363,Dr. Kimberly Smith,Pain Management,Houston,TX,Abstral,REP-108,TERR-04,2,5,6,4,4,16,14.1853,13971.41,6.9391,0.062807,15.1696,hybrid
1001000364,Dr. Mary Harris,Internal Medicine,Columbus,OH,Subsys,REP-103,TERR-02,2,5,4,2,0,22,14.1937,34830.98,2.2362,0.020675,14.5111,hybrid
1001000365,Dr. Susan Mitchell,Neurology,Chicago,IL,Abstral,REP-112,TERR-06,2,5,3,2,0,18,14.1482,35988.79,2.0403,0.018877,14.4369,hybrid
1001000366,Dr. Joseph Rivera,Pain Management,Austin,TX,Fentora,REP-102,TERR-01,2,7,8,7,1,19,19.4794,47558.68,4.3714,0.040739,20.3309,hybrid
1001000367,Dr. David Moore,Oncology,Philadelphia,PA,Lazanda,REP-111,TERR-06,3,3,4,3,2,26,8.9521,14813.16,6.0365,0.052876,9.4925,hybrid
1001000368,Dr. Michael Moore,Anesthesiology,Atlanta,GA,Actiq,REP-112,TERR-06,2,6,8,7,7,17,16.4194,14961.49,8.2335,0.074744,17.7713,hybrid
1001000369,Dr. Laura Garcia,Pain Management,Columbus,OH,Subsys,REP-103,TERR-02,2,7,10,8,9,11,19.7795,31696.77,9.1486,0.083498,21.589,hybrid
1001000370,Dr. Stephanie Miller,Pain Management,Seattle,WA,Fentora,REP-108,TERR-04,2,7,16,12,2,24,18.2359,41307.68,7.0573,0.064762,19.5229,hybrid
1001000371,Dr. Carol Allen,Family Practice,Philadelphia,PA,Actiq,REP-110,TERR-05,2,5,4,3,0,12,12.4934,30182.4,2.8981,0.02648,12.8555,hybrid
1001000372,Dr. Robert White,Neurology,Jacksonville,FL,Lazanda,REP-101,TERR-01,2,6,4,3,2,13,16.9755,20878.1,4.6783,0.043232,17.7696,hybrid
1001000373,Dr. Lisa Wilson,Pain Management,Jacksonville,FL,Subsys,REP-101,TERR-01,3,3,2,1,0,22,7.5293,16239.28,1.1371,0.009988,7.6149,hybrid
1001000374,Dr. Karen Young,Internal Medicine,Portland,OR,Abstral,REP-111,TERR-06,2,4,2,1,1,15,11.9531,19304.79,3.0802,0.028028,12.3212,hybrid
1001000375,Dr. Mary Green,Pain Management,Miami,FL,Subsys,REP-103,TERR-02,3,3,6,4,2,35,7.6486,19195.79,6.2024,0.053401,8.123,hybrid
1001000376,Dr. Sandra Wright,Internal Medicine,Austin,TX,Abstral,REP-102,TERR-01,2,5,7,4,0,8,14.6405,32048.9,1.5562,0.014462,14.8683,hybrid
1001000377,Dr. Richard Miller,Anesthesiology,Detroit,MI,Actiq,REP-106,TERR-03,2,5,7,6,5,17,14.8748,35840.94,8.4657,0.076335,16.134,hybrid
1001000378,Dr. Kimberly Flores,Pain Management,Seattle,WA,Fentora,REP-110,TERR-05,2,6,8,8,3,20,16.803,40857.59,8.4551,0.076778,18.2237,hybrid
1001000379,Dr. Kathleen Walker,Oncology,Miami,FL,Subsys,REP-102,TERR-01,2,7,13,9,7,21,20.5914,40176.82,7.0139,0.064748,22.0356,hybrid
1001000380,Dr. Donna Perez,Anesthesiology,Detroit,MI,Abstral,REP-101,TERR-01,2,4,6,5,4,24,9.8122,14422.98,5.7776,0.051104,10.3791,hybrid
1001000381,Dr. Melissa Gonzalez,Neurology,Austin,TX,Actiq,REP-101,TERR-01,1,8,9,7,1,20,21.4295,20392.36,4.1854,0.039209,22.3264,hybrid
1001000382,Dr. Sarah Flores,Internal Medicine,Las Vegas,NV,Subsys,REP-107,TERR-04,2,5,10,6,1,22,12.6328,32733.86,4.4606,0.040503,13.1963,hybrid
1001000383,Dr. Robert Green,Oncology,Atlanta,GA,Actiq,REP-106,TERR-03,2,7,8,5,5,19,18.8781,32723.11,8.5175,0.077785,20.486,hybrid
1001000384,Dr. Laura Torres,Family Practice,Columbus,OH,Abstral,REP-102,TERR-01,3,3,2,2,0,21,6.6615,14022.68,1.4613,0.012625,6.7588,hybrid
1001000385,Dr. Karen Taylor,Palliative Care,Detroit,MI,Fentora,REP-103,TERR-02,2,5,8,6,1,16,12.5083,16047.79,4.7059,0.042653,13.0969,hybrid
1001000386,Dr. Thomas Wilson,Neurology,Jacksonville,FL,Fentora,REP-112,TERR-06,2,5,10,7,7,12,14.0907,19288.8,6.861,0.062095,15.0574,hybrid
1001000387,Dr. Sharon Hall,Anesthesiology,Las Vegas,NV,Subsys,REP-102,TERR-01,1,9,15,14,13,27,24.6191,37190.98,7.9942,0.074014,26.5872,hybrid
1001000388,Dr. Betty Hill,Oncology,New York,NY,Lazanda,REP-104,TERR-02,3,3,9,7,7,18,6.1711,14336.85,7.7765,0.064777,6.651,hybrid
1001000389,Dr. Elizabeth Clark,Oncology,Seattle,WA,Abstral,REP-107,TERR-04,2,4,6,5,0,17,11.0211,19925.84,4.1885,0.037682,11.4827,hybrid
1001000390,Dr. Kathleen Thomas,Pain Management,Denver,CO,Actiq,REP-106,TERR-03,2,4,7,5,0,5,11.9502,23144.66,3.7291,0.033833,12.3959,hybrid
1001000391,Dr. Lisa Baker,Anesthesiology,Las Vegas,NV,Subsys,REP-105,TERR-03,2,5,6,2,0,16,14.1353,18839.64,2.1092,0.019507,14.4335,hybrid
1001000392,Dr. Betty Martinez,Oncology,Baltimore,MD,Subsys,REP-107,TERR-04,2,7,10,5,3,25,18.951,27857.32,6.2994,0.058115,20.1448,hybrid
1001000393,Dr. Lisa Garcia,Oncology,Houston,TX,Subsys,REP-108,TERR-04,2,7,13,10,7,24,18.3162,41601.87,8.6205,0.078573,19.8952,hybrid
1001000394,Dr. Jessica Harris,Anesthesiology,Miami,FL,Subsys,REP-102,TERR-01,2,5,7,6,0,18,12.1251,27231.63,2.4195,0.022106,12.4185,hybrid
1001000395,Dr. Ashley Ramirez,Pain Management,Columbus,OH,Abstral,REP-104,TERR-02,2,6,9,6,2,18,16.3318,24665.8,5.4959,0.050492,17.2294,hybrid
1001000396,Dr. Carol Scott,Palliative Care,Chicago,IL,Abstral,REP-106,TERR-03,2,5,5,4,0,8,13.4873,32716.55,3.18,0.029175,13.9162,hybrid
1001000397,Dr. Thomas Allen,Palliative Care,Portland,OR,Subsys,REP-105,TERR-03,3,3,7,5,3,5,8.4533,9346.42,7.1878,0.062293,9.0609,hybrid
1001000398,Dr. Robert Wilson,Anesthesiology,Chicago,IL,Actiq,REP-110,TERR-05,2,4,4,4,3,15,9.89,13902.02,5.5082,0.048813,10.4347,hybrid
1001000399,Dr. Deborah Young,Family Practice,Chicago,IL,Subsys,REP-103,TERR-02,1,10,14,10,5,21,34.6517,33844.35,6.8047,0.064043,37.0097,hybrid
1001000400,Dr. Deborah Brown,Family Practice,Las Vegas,NV,Lazanda,REP-107,TERR-04,2,5,9,5,1,25,13.9597,27500.66,4.5699,0.04176,14.5977,hybrid
1001000401,Dr. Thomas Johnson,Oncology,Denver,CO,Fentora,REP-108,TERR-04,2,4,6,2,3,27,10.2822,22094.53,5.2615,0.046837,10.8232,hybrid
1001000402,Dr. Sandra Rodriguez,Emergency Medicine,Seattle,WA,Actiq,REP-101,TERR-01,2,7,6,4,5,17,20.065,26162.3,5.176,0.048126,21.1036,hybrid
1001000403,Dr. Sandra Moore,Oncology,Phoenix,AZ,Subsys,REP-112,TERR-06,2,5,7,6,3,11,13.1868,16284.25,6.393,0.057725,14.0298,hybrid
1001000404,Dr. Nancy Wright,Anesthesiology,Austin,TX,Fentora,REP-106,TERR-03,2,4,7,5,3,19,11.1176,13175.38,6.584,0.058652,11.8496,hybrid
1001000405,Dr. James Rivera,Neurology,Las Vegas,NV,Abstral,REP-104,TERR-02,3,2,2,2,3,12,5.7759,10241.69,4.0261,0.033743,6.0085,hybrid
1001000406,Dr. Jennifer Baker,Anesthesiology,Nashville,TN,Subsys,REP-112,TERR-06,2,6,5,3,0,20,16.4445,27077.78,2.3614,0.022016,16.8328,hybrid
1001000407,Dr. Linda Rivera,Family Practice,Los Angeles,CA,Fentora,REP-109,TERR-05,2,4,6,4,4,22,10.1078,18325.93,4.2125,0.037617,10.5336,hybrid
1001000408,Dr. Robert Green,Orthopedics,Los Angeles,CA,Subsys,REP-108,TERR-04,3,3,4,2,3,10,8.5081,19432.02,3.7368,0.032891,8.826,hybrid
1001000409,Dr. Barbara Jackson,Family Practice,Phoenix,AZ,Fentora,REP-111,TERR-06,2,5,3,2,3,18,13.8591,14190.27,4.4908,0.041032,14.4815,hybrid
1001000410,Dr. Elizabeth Ramirez,Oncology,Atlanta,GA,Abstral,REP-105,TERR-03,2,5,9,8,4,17,14.6877,24452.6,7.4625,0.067536,15.7837,hybrid
1001000411,Dr. Kathleen Hall,Anesthesiology,Denver,CO,Fentora,REP-102,TERR-01,2,4,7,4,0,18,11.7108,29958.29,1.39,0.012725,11.8735,hybrid
1001000412,Dr. Thomas Lee,Oncology,Jacksonville,FL,Subsys,REP-105,TERR-03,2,7,12,11,7,12,20.5158,52815.97,10.0686,0.091673,22.5814,hybrid
1001000413,Dr. Sandra Sanchez,Family Practice,Detroit,MI,Fentora,REP-112,TERR-06,2,7,9,7,8,13,20.8201,32846.51,6.5632,0.060741,22.1866,hybrid
1001000414,Dr. John Brown,Internal Medicine,Columbus,OH,Abstral,REP-106,TERR-03,2,4,6,5,4,10,9.7347,16314.05,6.267,0.055275,10.3447,hybrid
1001000415,Dr. Betty Smith,Family Practice,Columbus,OH,Subsys,REP-105,TERR-03,2,4,2,1,0,22,9.0006,17542.8,0.7835,0.007027,9.0712,hybrid
1001000416,Dr. Emily Johnson,Palliative Care,Baltimore,MD,Subsys,REP-107,TERR-04,2,4,9,8,2,31,9.356,8721.52,6.8,0.05962,9.9922,hybrid
1001000417,Dr. Melissa Young,Pain Management,Seattle,WA,Fentora,REP-106,TERR-03,1,10,16,11,1,17,27.5623,31901.47,6.4601,0.060474,29.3428,hybrid
1001000418,Dr. Michael Hernandez,Internal Medicine,Las Vegas,NV,Fentora,REP-112,TERR-06,1,8,9,7,2,29,22.1164,41994.74,4.9186,0.045984,23.2042,hybrid
1001000419,Dr. William Torres,Orthopedics,Denver,CO,Lazanda,REP-112,TERR-06,1,10,12,6,7,20,27.8307,36495.53,7.873,0.07325,30.0218,hybrid
1001000420,Dr. Charles Flores,Neurology,Chicago,IL,Abstral,REP-102,TERR-01,2,4,4,2,0,13,9.36,23942.71,0.9744,0.008765,9.4512,hybrid
1001000421,Dr. Susan Green,Internal Medicine,Atlanta,GA,Fentora,REP-101,TERR-01,2,6,7,2,3,24,17.2828,39379.66,4.3498,0.040296,18.0345,hybrid
1001000422,Dr. Sharon Thompson,Pain Management,Jacksonville,FL,Actiq,REP-102,TERR-01,2,5,7,6,6,13,12.9765,17666.31,6.6714,0.060098,13.8422,hybrid
1001000423,Dr. Sharon Lopez,Pain Management,Baltimore,MD,Actiq,REP-112,TERR-06,2,6,16,12,12,53,17.157,39445.13,10.9664,0.0986,19.0385,hybrid
1001000424,Dr. Kathleen Thompson,Orthopedics,Austin,TX,Abstral,REP-104,TERR-02,2,7,8,6,0,17,18.2469,30180.61,3.5853,0.033425,18.9011,hybrid
1001000425,Dr. Melissa Lee,Pain Management,Baltimore,MD,Abstral,REP-108,TERR-04,3,2,4,3,3,12,5.2487,9422.79,5.6058,0.046012,5.5429,hybrid
1001000426,Dr. Deborah Allen,Palliative Care,Charlotte,NC,Actiq,REP-110,TERR-05,2,5,10,5,1,29,14.0974,33067.22,4.2032,0.038497,14.6899,hybrid
1001000427,Dr. Sharon Garcia,Internal Medicine,Houston,TX,Fentora,REP-109,TERR-05,3,2,2,1,1,23,5.7149,11928.1,3.0453,0.025588,5.8889,hybrid
1001000428,Dr. Sarah Rivera,Palliative Care,Los Angeles,CA,Abstral,REP-101,TERR-01,2,5,7,5,4,29,14.9964,26633.64,6.0247,0.054944,15.8999,hybrid
1001000429,Dr. Nancy Clark,Oncology,Nashville,TN,Actiq,REP-108,TERR-04,2,5,8,5,4,21,12.4277,12163.6,7.1929,0.06445,13.3216,hybrid
1001000430,Dr. Sharon Lee,Palliative Care,Baltimore,MD,Actiq,REP-102,TERR-01,2,6,13,8,0,25,16.3714,38688.79,2.5062,0.023345,16.7817,hybrid
1001000431,Dr. Nancy Perez,Pain Management,Austin,TX,Abstral,REP-101,TERR-01,3,3,3,2,2,16,8.7791,14014.54,4.2379,0.037339,9.1511,hybrid
1001000432,Dr. Karen Carter,Neurology,Detroit,MI,Abstral,REP-109,TERR-05,2,4,11,8,8,31,9.3631,12752.9,6.7617,0.059298,9.9962,hybrid
1001000433,Dr. Thomas Torres,Pain Management,Denver,CO,Fentora,REP-105,TERR-03,2,4,8,5,4,20,11.4848,10164.48,7.8791,0.069974,12.3897,hybrid
1001000434,Dr. Thomas Hill,Oncology,Jacksonville,FL,Fentora,REP-101,TERR-01,1,9,13,10,10,14,24.6919,40086.22,10.5621,0.096682,27.2999,hybrid
1001000435,Dr. Lisa Johnson,Pain Management,New York,NY,Subsys,REP-108,TERR-04,2,7,12,9,2,23,20.605,24125.99,6.845,0.063239,22.0154,hybrid
1001000436,Dr. Mary Ramirez,Oncology,Seattle,WA,Subsys,REP-108,TERR-04,2,7,9,7,4,26,19.3946,23669.15,7.4519,0.068467,20.8399,hybrid
1001000437,Dr. Thomas Sanchez,Psychiatry,Austin,TX,Subsys,REP-108,TERR-04,2,4,5,4,5,10,11.8137,22153.42,5.4997,0.049461,12.4634,hybrid
1001000438,Dr. Melissa White,Emergency Medicine,Chicago,IL,Lazanda,REP-108,TERR-04,2,7,8,4,1,7,19.1948,31057.99,4.1218,0.038429,19.986,hybrid
1001000439,Dr. James Harris,Internal Medicine,Houston,TX,Actiq,REP-103,TERR-02,2,5,6,5,2,22,14.8085,24694.08,5.2323,0.04785,15.5833,hybrid
1001000440,Dr. Kimberly Rodriguez,Palliative Care,Jacksonville,FL,Subsys,REP-112,TERR-06,2,6,10,6,7,22,16.9706,31185.49,7.8806,0.071782,18.308,hybrid
1001000441,Dr. Kimberly White,Oncology,Houston,TX,Fentora,REP-101,TERR-01,2,6,5,3,1,7,16.3166,34931.55,3.4879,0.032337,16.8857,hybrid
1001000442,Dr. Karen Taylor,Anesthesiology,Jacksonville,FL,Subsys,REP-104,TERR-02,2,5,4,4,1,20,12.5204,16035.12,4.7291,0.042861,13.1125,hybrid
1001000443,Dr. Melissa Hill,Orthopedics,Las Vegas,NV,Abstral,REP-109,TERR-05,2,5,2,2,2,10,12.1979,24244.9,3.6229,0.032935,12.6398,hybrid
1001000444,Dr. Karen Carter,Oncology,New York,NY,Lazanda,REP-107,TERR-04,2,5,8,7,7,24,12.009,13250.45,7.5164,0.067085,12.9116,hybrid
1001000445,Dr. Carol Martin,Anesthesiology,Portland,OR,Actiq,REP-103,TERR-02,3,2,4,3,3,13,3.484,5057.17,5.4488,0.041465,3.6739,hybrid
1001000446,Dr. Michael Clark,Neurology,Portland,OR,Abstral,REP-109,TERR-05,1,10,15,7,4,20,33.5573,70870.92,6.791,0.063862,35.8362,hybrid
1001000447,Dr. Charles Miller,Pain Management,New York,NY,Actiq,REP-104,TERR-02,2,6,7,5,3,11,16.3534,19613.46,6.0869,0.055777,17.3488,hybrid
1001000448,Dr. Emily Green,Pain Management,Columbus,OH,Lazanda,REP-111,TERR-06,2,6,9,8,3,31,17.2795,35054.13,8.2569,0.075155,18.7063,hybrid
1001000449,Dr. Jennifer Flores,Oncology,Houston,TX,Lazanda,REP-106,TERR-03,2,6,9,7,4,8,17.8332,28345.22,7.5777,0.069296,19.1845,hybrid
1001000450,Dr. Jennifer Jones,Palliative Care,New York,NY,Subsys,REP-110,TERR-05,1,9,12,10,0,13,24.0586,60717.15,3.8403,0.036207,24.9826,hybrid
1001000451,Dr. Melissa Baker,Pain Management,Chicago,IL,Abstral,REP-109,TERR-05,2,6,16,13,11,26,15.523,35067.35,10.4725,0.093843,17.1487,hybrid
1001000452,Dr. Susan Martinez,Internal Medicine,Philadelphia,PA,Fentora,REP-101,TERR-01,2,5,3,2,0,35,12.624,15601.53,2.3464,0.021509,12.9202,hybrid
1001000453,Dr. Donna White,Internal Medicine,Boston,MA,Actiq,REP-107,TERR-04,2,5,6,5,3,26,12.1723,14625.44,5.4046,0.048736,12.8302,hybrid
1001000454,Dr. Dorothy Taylor,Pain Management,New York,NY,Subsys,REP-107,TERR-04,2,4,6,5,6,22,9.2764,17027.24,7.8871,0.068776,10.0081,hybrid
1001000455,Dr. Amanda Hill,Pain Management,Atlanta,GA,Subsys,REP-101,TERR-01,2,7,9,8,6,12,20.2205,17932.73,8.8999,0.0814,22.0201,hybrid
1001000456,Dr. John Clark,Pain Management,Austin,TX,Abstral,REP-103,TERR-02,1,9,6,4,3,24,24.8316,37179.24,7.4803,0.06944,26.6891,hybrid
1001000457,Dr. Margaret Allen,Neurology,Houston,TX,Subsys,REP-105,TERR-03,2,5,4,3,1,15,13.5626,33806.14,3.9517,0.036142,14.0985,hybrid
1001000458,Dr. Kimberly Carter,Palliative Care,Boston,MA,Subsys,REP-105,TERR-03,2,5,9,7,7,12,14.7081,21559.81,9.0335,0.081197,16.0367,hybrid
1001000459,Dr. Charles Green,Pain Management,Los Angeles,CA,Abstral,REP-112,TERR-06,2,6,14,10,9,19,15.0528,20260.82,9.9049,0.088815,16.5438,hybrid
1001000460,Dr. Lisa Moore,Neurology,Chicago,IL,Subsys,REP-111,TERR-06,2,4,3,2,3,32,11.3066,28671.33,4.7006,0.04228,11.8381,hybrid
